common_name,scientific_name,element_code
Canyonlands Lomatium,Lomatium latilobum,PDAPI1B100
Mt. Hamilton Lomatium,Lomatium observatorium,PDAPI1B2J0
Nuttall's Lotus,Lotus nuttallianus,PDFAB2A0V0
Raven's Seedbox,Ludwigia ravenii,PDONA0B0W0
Lassicus Lupine,Lupinus constancei,PDFAB2B490
Cusick's Lupine,Lupinus cusickii,PDFAB2B190
Lemmon's Lupine,Lupinus lemmonii,PDFAB2B2A0
San Luis Obispo County Lupine,Lupinus ludovicianus,PDFAB2B2G0
Yellow Lupine,Lupinus lutescens,PDFAB2B2D0
Nipomo Dune Lupine,Lupinus nipomensis,PDFAB2B550
Point Reyes Lupine,Lupinus punto-reyesensis,PDFAB2B3A0
Mono County Lupine,Lupinus sublanatus,PDFAB2B3S0
Tidestrom Lupine,Lupinus tidestromii,PDFAB2B3Y0
Santa Catalina Island Desert-thorn,Lycium hassei,PDSOL0G0N0
Dolores River Skeleton-plant,Lygodesmia doloresensis,PDAST63070
Pacific Loosestrife,Lysimachia daphnoides,PDPRI07040
Threadleaf Loosestrife,Lysimachia filifolia,PDPRI07050
Grassleaf Yellow Loosestrife,Lysimachia graminea,PDPRI070W0
Kolokolo Kuahiwi,Lysimachia hillebrandii,PDPRI07090
Wailua River Island-loosestrife,Lysimachia iniki,PDPRI07150
Lydgate's Loosestrife,Lysimachia lydgatei,PDPRI070G0
Pelekunu Trail Island-loosestrife,Lysimachia maxima,PDPRI070Y0
Wainiha Valley Island-loosestrife,Lysimachia ovoidea,PDPRI07160
Broadleaf Island-loosestrife,Lysimachia pendens,PDPRI07170
Shiny-leaf Island-loosestrife,Lysimachia scopulensis,PDPRI07180
Veiny Island-loosestrife,Lysimachia venosa,PDPRI07100
Waianae Range Island-loosestrife,Lysimachia waianaeensis,PDPRI071A0
Curtiss' Loosestrife,Lythrum curtissii,PDLYT09030
Laurel Magnolia,Magnolia splendens,PDMAG02080
Abbott's Bushmallow,Malacothamnus abbottii,PDMAL0Q010
Anacapa Island Desert-dandelion,Malacothrix junakii,PDAST660Q0
Santa Cruz Desert-dandelion,Malacothrix squalida,PDAST660K0
Beruquillo,Marlierea sintenisii,PDMRT06010
Oak Barrens Barbara's-buttons,Marshallia legrandii,PDAST68090
Falfurrias Milkvine,Matelea radiata,PDASC0A0N0
Trans Pecos Matelea,Matelea texensis,PDASC0A0S0
Auwahi Melicope,Melicope adscendens,PDRUT0A010
Rock Pelea,Melicope balloui,PDRUT0A040
Christophersen's Pelea,Melicope christophersenii,PDRUT0A060
Manena,Melicope cinerea,PDRUT0A070
Cross-bearing Pelea,Melicope cruciata,PDRUT0A0A0
Degener's Pelea,Melicope degeneri,PDRUT0A0B0
Waianae Pelea,Melicope elliptica,PDRUT0A0D0
Pacific Pelea,Melicope haupuensis,PDRUT0A0K0
Koolau Range Melicope,Melicope hiiakae,PDRUT0A280
Kaala Pelea,Melicope kaalaensis,PDRUT0A0Q0
Knudsen's Pelea,Melicope knudsenii,PDRUT0A0U0
Lydgate's Pelea,Melicope lydgatei,PDRUT0A0Z0
Makaha Valley Melicope,Melicope makahae,PDRUT0A110
Alani,Melicope mucronulata,PDRUT0A130
Munro's Pelea,Melicope munroi,PDRUT0A150
Wild Pelea,Melicope ovalis,PDRUT0A1C0
Alani,Melicope pallida,PDRUT0A1E0
Alani,Melicope paniculata,PDRUT0A1F0
Hairy Melicope,Melicope puberula,PDRUT0A1M0
Four-angled Pelea,Melicope quadrangularis,PDRUT0A1N0
Reflexed Pelea,Melicope reflexa,PDRUT0A1R0
St. John's Pelea,Melicope saint-johnii,PDRUT0A1V0
Zahlbruckner's Pelea,Melicope zahlbruckneri,PDRUT0A230
Pioche Blazingstar,Mentzelia argillicola,PDLOA032A0
Arapien Stickleaf,Mentzelia argillosa,PDLOA03040
Sevier Canyon Stickleaf,Mentzelia flumensevera,PDLOA03123
Goodrich's Blazingstar,Mentzelia goodrichii,PDLOA03240
Ash Meadows Blazingstar,Mentzelia leucophylla,PDLOA030T0
Many-stem Stickleaf,Mentzelia librina,PDLOA03121
September 11 Stickleaf,Mentzelia memorabilis,PDLOA03290
Shultz Stickleaf,Mentzelia shultziorum,PDLOA03200
Stern's Medlar,Mespilus canescens,PDROS26010
Saddle Mountain Saxifrage,Micranthes hitchcockiana,PDSAX0U1Z0
Mt. Rose Monkeyflower,Mimulus angustifolius,PDSCR1B060
Serpentine Monkeyflower,Mimulus brachiatus,PDSCR1B0H0
Weber's Monkeyflower,Mimulus gemmiparus,PDSCR1B190
Broadleaf Monkeyflower,Mimulus latifolius,PDSCR1B1N0
Eggleaf Monkeyflower,Mimulus ovatus,PDSCR1B350
The Lassics Sandwort,Minuartia decumbens,PDCAR0G0Y0
Godfrey's Stitchwort,Minuartia godfreyi,PDCAR0G0D0
Macfarlane's Four-o'clock,Mirabilis macfarlanei,PDNYC0A0U0
Maxwell's Girdlepod,Mitracarpus maxwelliae,PDRUB17020
Cana Gorda Girdlepod,Mitracarpus polycladus,PDRUB17030
Boyd's Monardella,Monardella boydii,PDLAM18120
Black Mountains Monardella,Monardella eplingii,PDLAM18170
Jennifer's Monardella,Monardella stoneana,PDLAM180Y0
Willowy Monardella,Monardella viminea,PDLAM18140
Palo de Cera,Morella holdridgeana,PDMCC02070
False 'Ohe,Munroidendron racemosum,PDARA07010
Big Belt Wild Parsley,Musineon glaucescens,PDAPI1C060
Ausu,Myrcia paganii,PDMRT09050
Bog Colicwood,Myrsine denticulata,PDMRS04030
Koolau Range Colicwood,Myrsine fosbergii,PDMRS040N0
Wahiawa Bog Colicwood,Myrsine helleri,PDMRS04060
Cloudswept Colicwood,Myrsine juddii,PDMRS04070
Kokee Colicwood,Myrsine knudsenii,PDMRS04090
Narrowleaf Colicwood,Myrsine linearifolia,PDMRS040D0
Hanapepe River Colicwood,Myrsine mezii,PDMRS040F0
Violet Lake Colicwood,Myrsine vaccinioides,PDMRS040P0
Willamette navarretia,Navarretia willamettensis,PDPLM0C110
Chimney Creek nemacladus,Nemacladus calcaratus,PDCAM0F0E0
Twisselmann's Nemacladus,Nemacladus twisselmannii,PDCAM0F0D0
Angular-fruit Neraudia,Neraudia angulata,PDURT05010
Kauai Neraudia,Neraudia kauaiensis,PDURT05040
Ma`aloa,Neraudia ovata,PDURT05060
Woodland Ma`oloa,Neraudia sericea,PDURT05070
Crow Flats Fanmustard,Nerisyrenia hypercorax,PDBRA1X030
Amargosa Niterwort,Nitrophila mohavensis,PDCHE0G010
Small-flowered Nothocestrum,Nothocestrum breviflorum,PDSOL0P010
`Aiea,Nothocestrum latifolium,PDSOL0P020
`Aiea,Nothocestrum peltatum,PDSOL0P040
Na Pali Rockwort,Nototrichium divaricatum,PDAMA0H030
Lori's Water-lily,Nymphaea loriana,PDNYM050K0
Holei,Ochrosia haleakalae,PDAPO0G030
Holei,Ochrosia kauaiensis,PDAPO0G060
Golden-spined Prickly-pear,Opuntia aureispina,PDCAC0D1Z0
Big Bend Prickly-pear,Opuntia densispina,PDCAC0D2S0
Seashore Cactus,Opuntia martiniana,PDCAC0D2E0
Pineland Scurfpea,Orbexilum virgatum,PDFAB5K070
Gypsum Valley Cateye,Oreocarya revealii,PDBOR0A3N0
Shacklette's Cat's-eye,Oreocarya shackletteana,PDBOR0A2U0
Pikes Peak Spring-parsley,Oreoxis humilis,PDAPI1H030
Trotter's Oreoxis,Oreoxis trotteri,PDAPI1H040
Shasta Owl's-clover,Orthocarpus pachystachyus,PDSCR1H0L0
Beaver Mountain Groundsel,Packera castoreus,PDAST8H0P0
San Francisco Peaks Ragwort,Packera franciscana,PDAST8H1C0
Podunk Groundsel,Packera malmstenii,PDAST8H450
Bushy Whitlow-wort,Paronychia congesta,PDCAR0L070
Lundell's Nailwort,Paronychia lundelliorum,PDCAR0L0U0
Furbish's Lousewort,Pedicularis furbishiae,PDSCR1K0F0
Arroyo de la Cruz Lousewort,Pedicularis rigginsiae,PDSCR1K170
Brady's Pincushion Cactus,Pediocactus bradyi,PDCAC0E010
Knowlton's Cactus,Pediocactus knowltonii,PDCAC0E020
Park Pincushion Cactus,Pediocactus paradinei,PDCAC0E040
Rydberg's Scurfpea,Pediomelum humile,PDFAB5L020
Chihuahua Scurfpea,Pediomelum pentaphyllum,PDFAB5L070
Deam's Beardtongue,Penstemon deamii,PDSCR1L1V0
Parachute Penstemon,Penstemon debilis,PDSCR1L7C0
Flowers' Penstemon,Penstemon flowersii,PDSCR1L6Z0
Ben Franklin's Beardtongue,Penstemon franklinii,PDSCR1L7V0
Gibbens' Beardtongue,Penstemon gibbensii,PDSCR1L6U0
Blowout Penstemon,Penstemon haydenii,PDSCR1L300
Metcalfe's Bush-beardtongue,Penstemon metcalfei,PDSCR1L800
Navajo Beardtongue,Penstemon navajoa,PDSCR1L710
Kremmling Beardtongue,Penstemon penlandii,PDSCR1L780
Pinyon Penstemon,Penstemon pinorum,PDSCR1L720
Bashful Beardtongue,Penstemon pudicus,PDSCR1L570
Rhizome Beardtongue,Penstemon rhizomatosus,PDSCR1L7Z0
Shoshone Beardtongue,Penstemon tiehmii,PDSCR1L7Y0
Whiteray Pygmy-daisy,Pentachaeta bellidiflora,PDAST6X030
Lyon's Pygmy-daisy,Pentachaeta lyonii,PDAST6X060
Rock's Peperomia,Peperomia rockii,PDPIP011N0
Waikamoi Peperomia,Peperomia subpetiolata,PDPIP011V0
Wheeler's Peperomia,Peperomia wheeleri,PDPIP01240
Ajo Rockdaisy,Perityle ajoensis,PDAST700Y0
Lace-leaf Rockdaisy,Perityle ambrosiifolia,PDAST70120
Cochise Rockdaisy,Perityle cochisensis,PDAST70080
Foster's Rockdaisy,Perityle fosteri,PDAST70110
Hueco Mountains Rockdaisy,Perityle huecoensis,PDAST70100
Fish Creek Rockdaisy,Perityle saxicola,PDAST700P0
Glass Mountains Rockdaisy,Perityle vitreomontana,PDAST700W0
River Rockdaisy,Perityle warnockii,PDAST700X0
Chelan Rockmat,Petrophytum cinerascens,PDROS18030
Clay Phacelia,Phacelia argillacea,PDHYD0C080
Argyle Canyon Phacelia,Phacelia argylensis,PDHYD0C560
Cooke's Phacelia,Phacelia cookei,PDHYD0C0Y0
Cronquist's Phacelia,Phacelia cronquistiana,PDHYD0C520
Drab Phacelia,Phacelia indecora,PDHYD0C290
Brand's Phacelia,Phacelia stellaris,PDHYD0C510
Few-flower Mock Orange,Philadelphus floridus,PDHDR090A0
Yreka Phlox,Phlox hirsuta,PDPLM0D100
Clearwater Phlox,Phlox idahonis,PDPLM0D120
Long-hair Phlox,Phlox longipilosa,PDPLM0D160
Wherry's Phlox,Phlox pulchra,PDPLM0D1K0
Bracted Phyllostegia,Phyllostegia bracteata,PDLAM1F010
Gray's Phyllostegia,Phyllostegia brevidens,PDLAM1F020
Many-flowered Phyllostegia,Phyllostegia floribunda,PDLAM1F050
Hairy Phyllostegia,Phyllostegia hirsuta,PDLAM1F0B0
Hispid Phyllostegia,Phyllostegia hispida,PDLAM1F0C0
Kaala Phyllostegia,Phyllostegia kaalaensis,PDLAM1F120
Knudsen's Phyllostegia,Phyllostegia knudsenii,PDLAM1F0D0
Mann's Phyllostegia,Phyllostegia mannii,PDLAM1F0J0
Velvety Phyllostegia,Phyllostegia mollis,PDLAM1F0K0
Small-flowered Phyllostegia,Phyllostegia parviflora,PDLAM1F0L0
Racemed Phyllostegia,Phyllostegia racemosa,PDLAM1F0M0
Maui Phyllostegia,Phyllostegia stachyoides,PDLAM1F0P0
Velvet Phyllostegia,Phyllostegia velutina,PDLAM1F0X0
Kauai Phyllostegia,Phyllostegia waimeae,PDLAM1F0T0
Laupahoehoe Phyllostegia,Phyllostegia warshaueri,PDLAM1F0Z0
Fuzzy-stem Phyllostegia,Phyllostegia wawrana,PDLAM1F0U0
Dorn's Twinpod,Physaria dornii,PDBRA220F0
Graham's Twinpod,Physaria grahamii,PDBRA220A0
Piceance Twinpod,Physaria obcordata,PDBRA220H0
Cushion Bladderpod,Physaria pulvinata,PDBRA220R0
Repand Twinpod,Physaria repanda,PDBRA220P0
Rollins' Twinpod,Physaria rollinsii,PDBRA220D0
West Silver Bladderpod,Physaria scrotiformis,PDBRA220S0
Duchesne River Twinpod,Physaria stylosa,PDBRA220M0
Many-stem Clearweed,Pilea multicaulis,PDURT07080
Key Tree Cactus,Pilosocereus robinii,PDCAC0Z020
a birdcatcher tree,Pisonia taina,PDNYC0E0F0
Kauai Catchbirdtree,Pisonia wagneriana,PDNYC0E0A0
Hawaiian Pittosporum,Pittosporum argentifolium,PDPIT01040
Royal Cheesewood,Pittosporum napaliense,PDPIT010L0
Ruth's Silk-grass,Pityopsis ruthii,PDAST7B080
Rough Popcorn-flower,Plagiobothrys hirtus,PDBOR0V0E0
Parish's Popcorn-flower,Plagiobothrys parishii,PDBOR0V0U0
Calistoga Popcorn-flower,Plagiobothrys strictus,PDBOR0V120
Hawaiian Plantain,Plantago hawaiensis,PDPLN020J0
Laukahi Kuahiwi,Plantago princeps,PDPLN02100
Horned Platydesma,Platydesma cornuta,PDRUT0D010
Remy Pilokea,Platydesma remyi,PDRUT0D020
Hawaiian Platydesma,Platydesma rostrata,PDRUT0D030
Aceitillo,Pleodendron macranthum,PDCAN02010
San Diego Mesamint,Pogogyne abramsii,PDLAM1K010
Otay Mesamint,Pogogyne nudiuscula,PDLAM1K040
Mt. Eddy Sky Pilot,Polemonium eddyense,PDPLM0E0S0
Elusive Jacob's-ladder,Polemonium elusum,PDPLM0E0U0
Nevada Polemonium,Polemonium nevadense,PDPLM0E0E0
Huachuca Mountain Milkwort,Polygala piliophora,PDPGL021A0
Tiny Polygala,Polygala smallii,PDPGL021P0
Laycock Creek,Polygonum gabrielae,PDPGN0LZ60
Hickman's Knotweed,Polygonum hickmanii,PDPGN0L310
Heartleaf Leafcup,Polymnia cossatotensis,PDAST7G040
Grit Portulaca,Portulaca biloba,PDPOR060R0
`Ihi,Portulaca molokiniensis,PDPOR060N0
Hairy Purslane,Portulaca villosa,PDPOR060M0
Angell's Cinquefoil,Potentilla angelliae,PDROS1B2D0
Garland Prairie Cinquefoil,Potentilla arizonica,PDROS1B4J0
Soldier Meadows Cinquefoil,Potentilla basaltica,PDROS1B270
Cottam's Potentilla,Potentilla cottamii,PDROS1B2E0
Hualapai Cinquefoil,Potentilla demotica,PDROS1B4H0
Hickman's Cinquefoil,Potentilla hickmanii,PDROS1B370
Sagebrush Cinquefoil,Potentilla johnstonii,PDROS1B310
La Sal Cinquefoil,Potentilla paucijuga,PDROS1B1D2
Huachuca Cinquefoil,Potentilla rhyolitica,PDROS1B2X0
Robbins' Cinquefoil,Potentilla robbinsiana,PDROS1B1N0
Thurber's Cinquefoil,Potentilla sanguinea,PDROS1B212
Ruby Mountain Primrose,Primula capillaris,PDPRI08020
Maguire's Primrose,Primula maguirei,PDPRI080B0
San Joaquin Adobe Sunburst,Pseudobahia peirsonii,PDAST7P030
Watson's False Clappia,Pseudoclappia watsonii,PDAST7Q020
Hoja Menuda,Psidium sintenisii,PDMRT0E050
Large-flowered Balsamo,Psychotria grandiflora,PDRUB1F050
Hobdy's Wild Coffee,Psychotria hobdyi,PDRUB1F0B0
Kaulu,Pteralyxia kauaiensis,PDAPO0K020
Kaulu,Pteralyxia macrocarpa,PDAPO0K030
Carolina Bishopweed,Ptilimnium ahlesii,PDAPI1Y060
Basil Mountainmint,Pycnanthemum clinopodioides,PDLAM1N030
Mapleleaf Oak,Quercus acerifolia,PDFAG05350
Boynton's Sand Post Oak,Quercus boyntonii,PDFAG052F0
Slender Oak,Quercus graciliformis,PDFAG050S0
Robust Oak,Quercus robusta,PDFAG05300
Autumn Buttercup,Ranunculus aestivalis,PDRAN0L022
Colorado Buttercup,Ranunculus coloradensis,PDRAN0L0N0
Large-flower Native Buttercup,Ranunculus hawaiensis,PDRAN0L140
Houston Tansy-aster,Rayjacksonia aurea,PDAST64050
Kauai Remya,Remya kauaiensis,PDAST81010
Maui Remya,Remya mauiensis,PDAST81020
Kalalau Remya,Remya montgomeryi,PDAST81030
Chapman's Rhododendron,Rhododendron chapmanii,PDERI150D0
Lonestar Sandmint,Rhododon angulatus,PDLAM1P020
Miccosukee Gooseberry,Ribes echinellum,PDGRO020G0
Sequoia Gooseberry,Ribes tularense,PDGRO021L0
Narrowleaf Rollandia,Rollandia angustifolia,PDCAM0K010
Crimped Rollandia,Rollandia crispa,PDCAM0K040
Humboldt's Rollandia,Rollandia humboldtiana,PDCAM0K060
Long-flower Rollandia,Rollandia longiflora,PDCAM0K080
St. John's Rollandia,Rollandia st.-johnii,PDCAM0K0D0
Gambel's Watercress,Rorippa gambelii,PDBRA270V0
Tahoe Yellowcress,Rorippa subumbellata,PDBRA270M0
Gland-stem Dewberry,Rubus adenocaulis,PDROS1K050
Eclipse Blackberry,Rubus defectionis,PDROS1K1U0
Morgantown Blackberry,Rubus densissimus,PDROS1K1W0
Hanes' Blackberry,Rubus hanesii,PDROS1K2V0
Pineland Dewberry,Rubus hypolasius,PDROS1K330
Posey County Blackberry,Rubus impar,PDROS1K380
Marshland Blackberry,Rubus inclinis,PDROS1K390
Kellogg's Blackberry,Rubus kelloggii,PDROS1K3N0
Kansas City Dewberry,Rubus nefrens,PDROS1K4P0
Tuckahoe Dewberry,Rubus novocaesarius,PDROS1K4X0
Cape Cod Blackberry,Rubus paludivagus,PDROS1K5A0
Pocono Plateau Dewberry,Rubus porteri,PDROS1K5Y0
Rhode Island Dewberry,Rubus prosper,PDROS1K670
Tolland County Blackberry,Rubus saltuensis,PDROS1K6V0
Vicksburg Blackberry,Rubus variispinus,PDROS1K810
Green-scaled Willow,Salix chlorolepis,PDSAL020Q0
Barrens Willow,Salix jejuna,PDSAL021H0
Big Red Sage,Salvia penstemonoides,PDLAM1S1A0
Waianae Range Black-snakeroot,Sanicula mariversa,PDAPI1Z0P0
Purple-flowered Sanicle,Sanicula purpurea,PDAPI1Z0F0
Hawaiian Sandalwood,Santalum haleakalae,PDSAN07030
Dwarf Naupaka,Scaevola coriacea,PDGOO01020
Kilauea Naupaka,Scaevola kilaueae,PDGOO01070
Diamond Head Schiedea,Schiedea adamantis,PDCAR0R010
Napali Coast Schiedea,Schiedea apokremnos,PDCAR0R030
Kalalau Schiedea,Schiedea attenuata,PDCAR0R0W0
Spreading Schiedea,Schiedea diffusa,PDCAR0R040
Haleakala Schiedea,Schiedea haleakalensis,PDCAR0R060
Heller's Schiedea,Schiedea helleri,PDCAR0R080
Hooker's Schiedea,Schiedea hookeri,PDCAR0R090
Ma`oli`oli,Schiedea kaalae,PDCAR0R0B0
Kauai Schiedea,Schiedea kauaiensis,PDCAR0R0U0
Ma`oli`oli,Schiedea kealiae,PDCAR0R0C0
Pacific Schiedea,Schiedea lydgatei,PDCAR0R0F0
Membranaceous Schiedea,Schiedea membranacea,PDCAR0R0H0
Menzies' Schiedea,Schiedea menziesii,PDCAR0R0X0
Valley Schiedea,Schiedea nuttallii,PDCAR0R0J0
Ma`oli`oli,Schiedea salicaria,PDCAR0R0N0
Cliff Schiedea,Schiedea sarmentosa,PDCAR0R0T0
Lau-lihilihi,Schiedea stellarioides,PDCAR0R0R0
Whorled Schiedea,Schiedea verticillata,PDCAR0R0S0
Arana,Schoepfia arenaria,PDOLA01010
Pariette Cactus,Sclerocactus brevispinus,PDCAC0J0R0
Nye County Fishhook Cactus,Sclerocactus nyensis,PDCAC0J0Q0
Siler's Fishhook Cactus,Sclerocactus sileri,PDCAC0J0T0
Hairy Skullcap,Scutellaria arguta,PDLAM1U070
Smooth-stem Skullcap,Scutellaria laevis,PDLAM1U0P0
Lake County Mock Stonecrop,Sedella leiocarpa,PDCRA0F020
Marble Mountains Stonecrop,Sedum marmorense,PDCRA0A230
Roberts' Stonecrop,Sedum robertsianum,PDCRA0A1Q0
Tedoc Stonecrop,Sedum rubiginosum,PDCRA0A240
Salmon River Stonecrop,Sedum valens,PDCRA0A1W0
Malone Mountains Moonpod,Selinocarpus maloneanus,PDNYC0F060
Musinea Ragwort,Senecio musiniensis,PDAST8H440
Ripley's Senna,Senna ripleyana,PDFAB491N0
White Bur-cucumber,Sicyos albus,PDCUC0N0M0
Gray's Bur-cucumber,Sicyos cucumerinus,PDCUC0N050
Herbst's Bur-cucumber,Sicyos herbstii,PDCUC0N0V0
Largeleaf Bur-cucumber,Sicyos macrophyllus,PDCUC0N0C0
Maximowicz's Bur-cucumber,Sicyos maximowiczii,PDCUC0N0D0
`Anunu,Sicyos waimanaloensis,PDCUC0N0R0
Virginia Pine Sida,Sida inflexa,PDMAL100D0
Pedate Checker-mallow,Sidalcea pedata,PDMAL110L0
Scadden Flat Checkerbloom,Sidalcea stipularis,PDMAL110R0
Alachua Sink Buckthorn,Sideroxylon alachuense,PDSPT0G0D0
Alexander's Campion,Silene alexandri,PDCAR0U030
Clokey's Catchfly,Silene clokeyi,PDCAR0U0C0
Lanceolate Catchfly,Silene lanceolata,PDCAR0U0W0
Cliff-face Catchfly,Silene perlmanii,PDCAR0U280
Grand Canyon Catchfly,Silene rectiramea,PDCAR0U1F0
Johnson's False Candytuft,Smelowskia johnsonii,PDBRA2D060
Marron Bacora,Solanum conocarpum,PDSOL0Z0C0
Erubia,Solanum drymophilum,PDSOL0Z0L0
Popolo Ku Mai,Solanum incompletum,PDSOL0Z0Z0
Tigna Potato,Solanum leptosepalum,PDSOL0Z170
Popolo`aiakeakua,Solanum sandwicense,PDSOL0Z1W0
Woodbury's Nightshade,Solanum woodburyi,PDSOL0Z290
Georgia Goldenrod,Solidago georgiana,PDAST8P420
Yadkin River Goldenrod,Solidago plumosa,PDAST8P1D0
Porter's Goldenrod,Solidago porteri,PDAST8P1E0
Short's Goldenrod,Solidago shortii,PDAST8P1T0
Voss's Goldenrod,Solidago vossii,PDAST8P4E0
Gypsum Necklace,Sophora gypsophila,PDFAB3N040
Flat Cat flower,Spermolepis infernensis,PDAPI23070
Organ Mountains Scaleseed,Spermolepis organensis,PDAPI23050
Smoky Mountain Globemallow,Sphaeralcea fumariensis,PDMAL14095
Gierisch's Globemallow,Sphaeralcea gierischii,PDMAL140T0
Alabama Hedge-nettle,Stachys alabamica,PDLAM1X1P0
Carolina Hedge-nettle,Stachys caroliniana,PDLAM1X1M0
Epling's Hedge-nettle,Stachys eplingii,PDLAM1X1S0
Yadkin Hedge-nettle,Stachys matthewsii,PDLAM1X160
Nelson's Hedge-nettle,Stachys nelsonii,PDLAM1X1N0
California Jewelflower,Stanfordia californica,PDBRA31010
Robust Starwort,Stellaria oxyphylla,PDCAR0X190
Porsild's Starwort,Stellaria porsildii,PDCAR0X160
Two-cleft Stenogyne,Stenogyne bifida,PDLAM1Y030
Sherff Stenogyne,Stenogyne calycosa,PDLAM1Y060
Kalalau Valley Stenogyne,Stenogyne campanulata,PDLAM1Y100
Kohala Mountain Stenogyne,Stenogyne cranwelliae,PDLAM1Y080
Keal's Stenogyne,Stenogyne kealiae,PDLAM1Y110
Malheur Wire-lettuce,Stephanomeria malheurensis,PDAST8U080
Bracted Twistflower,Streptanthus bracteatus,PDBRA2G080
Mt. Hamilton Jewelflower,Streptanthus callistus,PDBRA2G0A0
June's Jewelflower,Streptanthus juneae,PDBRA2G540
Tejon Jewelflower,Streptanthus medeirosii,PDBRA2G530
Early Jewelflower,Streptanthus vernalis,PDBRA2G120
Mason's Neststraw,Stylocline masonii,PDAST8Y080
Palo de Jazmin,Styrax portoricensis,PDSTY02050
California Sea-blite,Suaeda californica,PDCHE0P020
Roland's Sea-blite,Suaeda rolandii,PDCHE0P0J0
Gulf of St. Lawrence Aster,Symphyotrichum laurentianum,PDASTE8020
Rhiannon's Aster,Symphyotrichum rhiannon,PDASTE8910
Charleston Kittentails,Synthyris ranunculina,PDSCR1W070
Goodding's Flameflower,Talinum gooddingii,PDPOR08090
Thompson's Talinum,Talinum thompsonii,PDPOR080Q0
California Dandelion,Taraxacum californicum,PDAST93050
Devil's Shoestring,Tephrosia angustissima,PDFAB3X010
Saintedwood,Ternstroemia heptasepala,PDTHC07010
Palo Colorado,Ternstroemia luquillensis,PDTHC07020
El Yunque Palo Colorado,Ternstroemia subsessilis,PDTHC07050
Frisco Mountains mustard,Terraria haydenii,PDBRA50010
Maui Tetramolopium,Tetramolopium arenarium,PDAST97020
Pamakani,Tetramolopium capillare,PDAST970C0
Blood Tetramolopium,Tetramolopium consanguineum,PDAST97030
Threadleaf Tetramolopium,Tetramolopium filiforme,PDAST97050
Waianae Range Tetramolopium,Tetramolopium lepidotum,PDAST97070
Remy's Tetramolopium,Tetramolopium remyi,PDAST97090
Dune Tetramolopium,Tetramolopium rockii,PDAST970D0
Seacliff Tetramolopium,Tetramolopium sylvae,PDAST970B0
`Ohe`ohe,Tetraplasandra gymnocarpa,PDARA0B020
Cooley's Meadowrue,Thalictrum cooleyi,PDRAN0M040
Howell's Thelypody,Thelypodium howellii,PDBRA2N050
Slender-petal Thelypody,Thelypodium stenopetalum,PDBRA2N0F0
Fresno Creek Thelypody,Thelypodium tenue,PDBRA2N0G0
California Golden-banner,Thermopsis macrophylla,PDFAB3Z0E0
Kneeland Prairie Pennycress,Thlaspi californicum,PDBRA2P041
Granite Serpentweed,Tonestus graniticus,PDASTE0040
Cedar Mountain Easter-daisy,Townsendia microcephala,PDAST9C0T0
Black Rock Ground-daisy,Townsendia smithii,PDAST9C0R0
Lava-slope False Lobelia,Trematolobelia singularis,PDCAM0M050
Bariaco,Trichilia triacantha,PDMLC05030
Florida Scrub Bluecurls,Trichostema suffrutescens,PDLAM220F0
Showy Indian Clover,Trifolium amoenum,PDFAB40040
Barneby's Clover,Trifolium barnebyi,PDFAB40121
Running Glade Clover,Trifolium calcaricum,PDFAB402L0
Pacific Grove Clover,Trifolium polyodon,PDFAB402H0
Monterey Clover,Trifolium trichocalyx,PDFAB402J0
King's Gold,Tropidocarpum californicum,PDBRA33010
Caper-fruit Tropidocarpum,Tropidocarpum capparideum,PDBRA2R010
Opuhe,Urera kaalae,PDURT0C050
Proctor's Ironweed,Vernonia proctorii,PDAST9S0Y0
Limerock Arrow-wood,Viburnum bracteatum,PDCPR07030
Hawaiian Vetch,Vicia menziesii,PDFAB430K0
Oahu Cow-pea,Vigna owahuensis,PDFAB44050
Clausen's Violet,Viola clauseniana,PDVIO04450
Frank Smith's Violet,Viola frank-smithii,PDVIO042Z0
Guadalupe Mountains Violet,Viola guadalupensis,PDVIO042X0
Hawaiian Island Violet,Viola helenae,PDVIO040S0
Hawai`i Violet,Viola lanaiensis,PDVIO042M0
Rock Violet,Viola lithion,PDVIO04300
Forbe's Violet,Viola oahuensis,PDVIO041A0
Wide-leaf Warea,Warea amplexifolia,PDBRA2S010
Carter's Mustard,Warea carteri,PDBRA2S020
Alpine False Ohelo,Wikstroemia bicornuta,PDTHY06020
Hairy Wikstroemia,Wikstroemia villosa,PDTHY060T0
Dwarf Iliau,Wilkesia hobdyi,PDAST9W020
Littleleaf Wissadula,Wissadula parvifolia,PDMAL17040
Cronquist's Woody-aster,Xylorhiza cronquistii,PDASTA1080
Saw-tooth Logwood,Xylosma crenata,PDFLA090G0
Palo de Candela,Xylosma schwaneckeana,PDFLA09070
Desert Yellowhead,Yermo xanthocephalus,PDASTCY010
